TV,Radio,Social Media,Influencer,Sales,OE,TE,SE
43.0,18.7292892,2.593969187,Macro,156.5390038,0.29586856,0.38721206,0.7640995479324688
24.0,14.37081327,0.126918813,Micro,87.31981905,0.81777347,0.81930195,0.9981344118612192
97.0,35.15147481,10.61089545,Mega,345.5068264,0.18652877,0.525606,0.3548832585624974
21.0,2.535155143,0.809429431,Macro,75.1029808,0.41028622,0.4108731,0.9985716271033562
28.0,11.13920205,3.30620113,Micro,103.420816,0.18021309,0.30161322,0.597497317922603
51.0,12.40537883,2.253725276,Mega,182.6411494,0.35806704,0.53048848,0.6749760899614634
49.0,17.4557372,3.492273273,Macro,170.7516549,0.25130471,0.40461068,0.6211025126672385
93.0,31.41990627,6.764271255,Micro,334.0413917,0.25518615,0.56576188,0.45104868147002053
65.0,27.45177105,4.551897382,Macro,235.7711887,0.26496925,0.42544845,0.6227998950284106
47.0,4.139878602,1.573396939,Macro,164.2736798,0.47408368,0.70674705,0.6707968289361802
36.0,6.743957107,1.708179361,Micro,129.0150235,0.34239924,0.51426111,0.6658081533717376
42.0,17.86317794,4.313004614,Macro,152.6021862,0.19799414,0.35439481,0.5586823915395376
46.0,15.49217812,1.251590075,Macro,164.1988926,0.47106108,0.54645103,0.862037134416235
10.0,1.179966599,0.939788674,Mega,34.20517016,0.37459851,0.55588422,0.6738786540837586
96.0,29.50164045,4.919930365,Macro,344.0900697,0.32557871,0.68556697,0.4749043116823437
73.0,28.055282,3.205905832,Micro,261.0790365,0.35899433,0.50144637,0.7159176962433689
92.0,31.49086179,2.679171631,Micro,328.5020583,0.45482302,0.6402145,0.7104228660862882
100.0,30.35892668,5.196090554,Macro,352.3043995,0.31709159,0.78512648,0.4038732587391524
54.0,26.53273409,4.434096476,Nano,193.2610151,0.2321857,0.35740844,0.6496368692356566
71.0,19.47415695,4.433751454,Nano,252.0522656,0.28158836,0.52932282,0.5319785003790315
31.0,10.97590334,0.973358699,Micro,103.1601824,0.40702847,0.43193385,0.9423398281935995
69.0,26.58051398,5.179786502,Mega,247.6436233,0.24908845,0.44167022,0.5639693117638767
92.0,27.35483097,6.16496891,Mega,325.1388659,0.26655535,0.58073945,0.4589930131317926
10.0,5.134350235,0.689810674,Micro,36.81113686,0.27187506,0.37870776,0.7179020044374058
90.0,34.3769832,5.298158719,Mega,321.4109157,0.29523145,0.53915661,0.5475801363169784
71.0,35.11346181,4.409213287,Mega,255.7971209,0.28689457,0.41498498,0.691337238277877
100.0,31.42083841,2.9241027,Micro,357.5871303,0.45449676,1.0,0.45449676
15.0,4.953746366,0.903951533,Nano,50.81086695,0.27549875,0.29402152,0.9370019922351263
79.0,27.34613781,4.091102903,Nano,284.7784983,0.3251794,0.53343569,0.6095943824081212
26.0,1.995924359,0.167337894,Nano,90.95073418,0.75833377,0.76182693,0.9954147590975814
87.0,32.39081231,2.967629819,Nano,310.9883193,0.41745485,0.57652365,0.7240897229454506
73.0,25.82738523,6.636373592,Macro,261.1560387,0.21461283,0.44779055,0.4792705652229597
53.0,13.90281276,0.50415037,Micro,188.0267689,0.70224025,0.75281475,0.9328194618928495
28.0,8.175976358,0.989815074,Macro,98.66788298,0.40319836,0.42928942,0.9392226810527965
54.0,18.49857849,2.407925531,Nano,193.3407786,0.35595113,0.47252091,0.7533023882477496
73.0,30.78177788,4.857009064,Mega,262.5100901,0.27262228,0.44717713,0.6096516608530494
55.0,10.70403354,3.313741031,Macro,192.2201481,0.29363635,0.55411117,0.5299231740807535
69.0,20.65784983,3.72670806,Macro,245.8037354,0.31240688,0.52458575,0.5955306258319064
29.0,20.19454619,4.263712907,Macro,107.7477433,0.15055296,0.22124821,0.6804708612105834
77.0,34.01181552,4.378510541,Nano,279.7063419,0.30757568,0.46701374,0.6586009225338852
44.0,19.87737672,2.927407367,Mega,151.1013072,0.26035442,0.34395704,0.7569387735165996
55.0,21.06207556,3.82003968,Micro,193.6095728,0.25869545,0.40979561,0.6312792125811206
24.0,7.225799684,1.333769168,Macro,81.65390429,0.29263768,0.31317778,0.9344139293662532
18.0,9.088533067,2.109127791,Micro,63.82023463,0.17364821,0.1741795,0.9969497558553102
80.0,17.03688921,0.749839536,Nano,285.037501,0.70805365,0.79886628,0.8863231153028513
40.0,18.00291183,3.036473483,Mega,142.3331263,0.24491327,0.34047227,0.7193339710162004
59.0,15.50264678,2.655940387,Nano,213.4362695,0.35749289,0.54368662,0.6575348313703214
80.0,21.63872186,4.977302203,Nano,283.9177917,0.2822422,0.55789717,0.5059036237807049
35.0,10.02438885,0.033313202,Nano,125.5127538,0.93628075,0.94632958,0.9893812576375347
21.0,11.11699915,0.298541858,Nano,75.67241818,0.62960735,0.6297034,0.999847467871382
86.0,19.98864888,1.227231469,Nano,302.1601492,0.61306615,0.74547441,0.8223838964505836
95.0,33.30369314,5.275759812,Macro,335.7403031,0.30412668,0.58764862,0.5175315139853472
34.0,7.666725668,0.319328304,Nano,125.8416562,0.73513229,0.74830753,0.9823932815429506
22.0,9.616684504,4.067506017,Nano,76.62726351,0.15068046,0.19911943,0.7567340866735105
89.0,22.98771862,2.588135171,Mega,322.9763253,0.46259267,0.72384626,0.6390758584564629
83.0,30.25054026,5.5311094,Macro,296.709142,0.27070454,0.49839159,0.5431563161007592
54.0,18.67618628,7.608255903,Mega,188.9638766,0.1839069,0.40333188,0.4559691636574823
69.0,23.47473707,5.622279813,Micro,243.0745221,0.22988919,0.449746,0.5111533843547247
86.0,30.68348155,2.984064744,Nano,302.816704,0.40722288,0.56378171,0.7223059435539333
94.0,22.11973254,2.528224806,Macro,331.4718283,0.4681092,0.76599788,0.611110307511556
13.0,7.486313376,3.155098432,Macro,49.4566405,0.12990607,0.14360831,0.9045860229119055
90.0,27.8735925,5.378532398,Micro,317.4466236,0.28854958,0.57325144,0.5033560491361349
11.0,3.53866401,0.828501974,Nano,41.48489864,0.26109771,0.35214163,0.7414565270229481
85.0,31.13707294,7.574485845,Nano,304.7830071,0.21846746,0.4777956,0.4572404182876527
37.0,20.4962389,0.8425903,Micro,129.7000617,0.50477036,0.54846666,0.9203300707466886
16.0,10.86123463,2.575875195,Macro,51.93438844,0.1216961,0.12894869,0.9437560009333945
86.0,33.99132588,4.794126579,Nano,310.3503959,0.3097438,0.52516972,0.5897975229798094
27.0,2.838152223,0.755762023,Nano,98.34374047,0.47694635,0.55939748,0.8526072552203846
35.0,3.862101912,1.207369381,Micro,124.6061627,0.43348101,0.6095189,0.7111855104082909
16.0,6.067807963,1.960487823,Nano,60.3119441,0.18703668,0.18769285,0.9965040223961649
98.0,33.64967765,5.078640803,Micro,348.7073438,0.32082816,0.68971772,0.46515864490185926
66.0,24.66717022,6.205361221,Mega,236.4799492,0.20936812,0.42630468,0.4911232032451532
34.0,18.30838926,4.750979211,Nano,118.2933637,0.14718646,0.25539074,0.576318702862915
66.0,27.96404564,5.055596363,Nano,232.2652984,0.24059184,0.40140461,0.5993748801240724
48.0,15.83879227,4.468691942,Micro,169.2070647,0.20758359,0.40879302,0.5077963170701888
65.0,22.51872325,2.126138663,Micro,227.3957651,0.41832586,0.52792798,0.7923919092145865
54.0,12.49816459,1.463925159,Micro,192.4104277,0.47109473,0.59635046,0.7899628852470408
89.0,30.08565306,4.965533461,Nano,314.483948,0.30311543,0.55727123,0.5439280079109773
24.0,3.745263481,1.877094065,Mega,83.40241283,0.3257472,0.3702573,0.8797860298770612
83.0,17.02920312,4.591346122,Micro,299.6631813,0.31152178,0.65579683,0.47502788325463546
64.0,14.19845566,3.631962564,Nano,231.7642637,0.30704888,0.57594012,0.5331263951537184
48.0,6.591213206,0.763794602,Macro,168.0750508,0.58697819,0.70258454,0.8354556022539293
97.0,32.3661171,2.549591051,Nano,351.7904738,0.48708231,0.84027662,0.5796690023340171
10.0,3.378004965,2.388981177,Mega,33.74191884,0.17751196,0.2851657,0.6224870662916332
89.0,39.10625599,8.950138985,Macro,316.1863507,0.19685179,0.44006844,0.4473208530927598
12.0,1.988066733,2.637867593,Mega,43.69948833,0.31815626,0.38413824,0.828233762928679
35.0,10.33273313,2.29723655,Mega,125.0580855,0.27354415,0.40551173,0.6745653202189736
26.0,12.59696072,2.103348433,Micro,91.81486029,0.23170627,0.26661862,0.8690550945016519
60.0,29.23658685,8.323847071,Nano,210.1216408,0.14905495,0.34065007,0.4375603093227017
84.0,28.25824209,4.849899418,Mega,298.1240103,0.29737164,0.52951799,0.5615893050205905
36.0,13.68058332,2.503554117,Macro,125.8172447,0.25660321,0.34990637,0.7333482096939247
82.0,22.66547098,2.926556978,Mega,291.8371949,0.40497556,0.62567251,0.6472644291180382
67.0,22.5334402,1.805945665,Nano,241.3052379,0.47757331,0.5844064,0.8171938397662996
34.0,16.00345822,5.979958691,Micro,117.5767924,0.14117579,0.27380069,0.5156151724818516
73.0,27.55549019,2.927052434,Micro,258.4451317,0.37594682,0.50602125,0.7429467043133071
100.0,37.14666656,6.341597116,Nano,355.1093911,0.27861687,0.77568708,0.359187199559905
11.0,0.675873706,3.25992037,Mega,39.78232893,0.52667139,0.66867806,0.7876307321942042
53.0,12.02782682,0.297664101,Macro,184.1005902,0.77261755,0.79770405,0.9685516201152545
13.0,8.222252441,0.500016101,Mega,45.41847675,0.38041682,0.40592135,0.937168788978456
50.0,17.54113274,4.515252989,Nano,180.1869834,0.2173123,0.41576137,0.5226851643287591
82.0,35.19842223,5.380117436,Mega,290.437967,0.27123005,0.4551932,0.5958569899550344
43.0,26.13090993,8.160684173,Micro,157.4749203,0.1215251,0.28212316,0.43075194535606365
22.0,10.88647478,1.949233449,Micro,78.92808435,0.21956064,0.23701855,0.9263436975713505
42.0,15.31567266,0.605210374,Nano,145.500278,0.60238683,0.64054234,0.9404324935023032
66.0,21.37608291,4.584668421,Micro,236.5744786,0.26339393,0.47511103,0.5543839510524519
92.0,31.23012284,7.478934482,Nano,330.3909663,0.2347664,0.54306658,0.432297638348506
71.0,27.63860309,6.434458431,Macro,251.9798305,0.21342226,0.42123709,0.5066559072469141
48.0,16.11600234,1.698185318,Mega,168.0050349,0.40029597,0.4902527,0.8165094654246677
12.0,12.10063922,2.98563609,Macro,42.68958063,0.090739804,0.11702316,0.7754003908286188
20.0,10.17960343,1.182064453,Nano,69.84162145,0.28789051,0.28918348,0.9955288939741648
11.0,7.633014867,4.595993855,Macro,40.91116356,0.10732538,0.14490783,0.7406458298354203
36.0,4.91886598,0.39581294,Nano,127.4281858,0.67248933,0.70883546,0.948724165125712
50.0,14.21822384,2.842302575,Mega,179.4987637,0.30403591,0.48246713,0.6301691682084125
39.0,12.28524638,0.224403383,Micro,131.8205648,0.74853212,0.76019216,0.9846617202682016
58.0,14.92296684,4.218225759,Mega,207.7139558,0.25445101,0.50752002,0.5013615226449589
77.0,28.06805667,4.932782548,Micro,274.1199892,0.27730912,0.48547406,0.5712130530722899
51.0,18.27354261,4.86975182,Nano,177.2435407,0.20062607,0.39185805,0.5119865982082031
48.0,15.19533858,0.735757833,Nano,168.7684729,0.59775347,0.65662335,0.9103445224724341
25.0,11.09126345,0.95375194,Mega,88.89038327,0.38904597,0.401455,0.9690898606319513
31.0,5.381640531,0.013626625,Micro,102.5835669,0.88079001,0.88442508,0.9958899062428217
86.0,22.55656827,3.67613635,Mega,303.7166426,0.36054105,0.62590955,0.5760273988470058
77.0,27.85366422,4.163342937,Macro,275.028505,0.31300185,0.50706622,0.6172800270544546
79.0,20.13887118,1.706797882,Micro,279.9790285,0.52288149,0.67786581,0.7713643058646076
32.0,13.33536154,2.344050692,Nano,116.1443174,0.2565162,0.33066154,0.7757666646081671
19.0,2.386864323,0.60145585,Micro,63.1760749,0.40488345,0.41963567,0.9648451715270057
98.0,37.59513773,5.830734367,Micro,350.3979263,0.29340628,0.67096389,0.4372907161963664
35.0,1.593057415,2.974800702,Mega,128.4690345,0.61050809,0.68404613,0.8924954958812499
59.0,26.02847298,5.427977765,Micro,215.7912974,0.21738249,0.39299979,0.5531364024392991
80.0,31.97400407,6.8890137,Macro,288.9961214,0.22599202,0.44878669,0.5035622157154438
52.0,19.74043808,3.888113029,Micro,183.6277168,0.24580695,0.40363659,0.6089808409093932
20.0,3.31555073,0.424423006,Micro,71.75423315,0.53363878,0.53367469,0.9999327118173806
16.0,8.801618847,1.652085483,Mega,58.15906088,0.19721268,0.19789027,0.9965759306912866
97.0,31.55107466,5.170242248,Macro,350.0908826,0.3193452,0.73207659,0.4362182924057167
13.0,0.014486494,1.47170989,Micro,45.03232579,0.82156154,0.89826197,0.9146124042187828
41.0,11.93316821,0.379865341,Nano,144.6284015,0.70316315,0.71973243,0.976978555766898
31.0,6.751330815,0.436407096,Micro,109.4019308,0.61875508,0.62864665,0.9842652943430146
38.0,6.215195866,5.315751143,Mega,138.3211236,0.32242721,0.52241006,0.6171918090551319
40.0,10.13915927,0.323433508,Macro,141.588694,0.73008719,0.74489197,0.9801249300620062
92.0,30.38715716,5.554089658,Mega,328.955878,0.2904454,0.58293023,0.4982507083223322
85.0,32.63667971,6.619127623,Macro,304.419999,0.24184492,0.48374415,0.49994386495423254
29.0,5.147269556,0.515674511,Macro,106.9499394,0.5917508,0.61171868,0.9673577403259944
51.0,27.16698915,1.952594516,Micro,185.1461543,0.39637719,0.48582905,0.8158779101414376
80.0,27.73499051,5.223389145,Nano,285.4256742,0.27416835,0.50276742,0.5453184496322375
23.0,13.72417939,0.403192075,Macro,85.07028547,0.59692243,0.60075746,0.9936163422756332
82.0,26.52121969,8.80643288,Macro,295.120769,0.20289088,0.47571525,0.4264964808254518
79.0,18.80024331,3.090105563,Macro,280.469538,0.38269031,0.64339545,0.5947979737811325
88.0,29.88066383,3.144183213,Mega,314.2050324,0.40602523,0.60311233,0.6732165963179696
18.0,9.081157279,2.338192893,Mega,65.65345809,0.16404354,0.1689877,0.970742485991584
58.0,9.560125465,1.010489382,Micro,206.4083305,0.57576783,0.71512377,0.8051303203080495
40.0,17.98433334,1.719860401,Nano,144.9588328,0.36862558,0.43917154,0.8393658204718821
78.0,26.62195735,3.352122062,Mega,282.0505985,0.36792815,0.55490565,0.6630463214782549
34.0,9.997653399,3.082762553,Micro,119.1270308,0.21551777,0.37233764,0.5788234839754584
47.0,18.99043686,2.714217977,Micro,168.0814469,0.29959826,0.39985575,0.7492658539985982
18.0,8.991212405,0.950586255,Micro,62.63569997,0.3098152,0.31038227,0.9981729948685535
65.0,26.21705634,5.481302028,Macro,228.0181448,0.22301007,0.40439032,0.551472325054665
21.0,5.777996595,0.342541946,Mega,66.49664423,0.5257905,0.52861065,0.9946649769542102
84.0,29.83428924,2.578412201,Micro,296.1422357,0.43657665,0.56693083,0.7700703981824379
22.0,5.55931568,2.410001518,Micro,80.30333838,0.24461904,0.29936197,0.8171346547458919
85.0,34.1858967,3.882799492,Macro,301.1306898,0.34684749,0.51341075,0.6755750439584679
48.0,21.10276132,1.895651693,Mega,166.6313611,0.37203986,0.45032198,0.8261641148406746
21.0,9.169823519,0.067278862,Nano,73.88883844,0.84751965,0.85324242,0.9932929143396316
42.0,12.58996505,1.843294988,Macro,145.3078747,0.34742089,0.44175557,0.7864550298709306
26.0,6.527093405,4.829395036,Macro,89.66739821,0.22694145,0.31363286,0.7235895180116011
33.0,13.92505939,3.029450851,Micro,113.9643617,0.20560238,0.30115455,0.6827138424440208
11.0,6.886104824,3.476852778,Macro,37.11199279,0.10652928,0.15821243,0.6733306605555582
44.0,11.41018973,2.206969456,Mega,156.3562456,0.32741884,0.48184904,0.6795050167579456
41.0,7.275071751,3.573620196,Nano,143.3844892,0.30097866,0.49603891,0.6067642153314142
77.0,34.14759364,6.433184714,Macro,270.3489805,0.22479492,0.40923286,0.5493080883094286
40.0,13.81986703,1.308923021,Mega,142.174681,0.42492254,0.48984387,0.8674652599000575
35.0,11.02127115,2.528031813,Nano,123.1258504,0.25121694,0.38033766,0.6605102949836732
43.0,15.50500023,2.07810808,Macro,149.1630186,0.32750276,0.41533484,0.7885270592758363
79.0,27.44053749,2.943291647,Mega,276.9901608,0.38906676,0.54196631,0.7178799730189872
25.0,15.02863648,1.608618992,Nano,88.14692956,0.27379073,0.29723874,0.9211138830692123
46.0,9.020878057,1.983441738,Micro,162.2787476,0.35820973,0.55000365,0.6512860960104538
37.0,10.00031472,0.039404657,Mega,132.621346,0.93190169,0.94337046,0.9878427717569194
45.0,20.19360374,4.269134455,Micro,158.8948494,0.20487695,0.34335511,0.5966911341438896
27.0,8.827911582,3.775343168,Nano,93.1858473,0.18941573,0.28528504,0.663952550754151
21.0,7.138058437,2.684297188,Nano,73.52872631,0.18712675,0.22340742,0.8376031109441218
36.0,20.90492829,1.336251172,Nano,129.4954835,0.40003181,0.45797472,0.8734801126140761
15.0,0.233438486,0.44392485,Micro,48.34134583,0.72106263,0.75981911,0.9489924911206827
82.0,31.21632112,5.677709042,Mega,290.9593633,0.26135043,0.47674484,0.548197710960018
63.0,12.93722066,3.647490817,Macro,228.0006715,0.30265538,0.58928334,0.5135990778222238
80.0,20.53619813,4.65380506,Nano,288.3128639,0.30039942,0.5904462,0.5087667936553745
34.0,13.051953,2.381356122,Macro,123.3031219,0.26488956,0.35741325,0.7411296587353715
39.0,9.448712198,0.656320737,Nano,133.3903142,0.56104914,0.59541166,0.9422877946327083
83.0,28.35233604,3.111934148,Macro,302.2268785,0.4025496,0.58760389,0.6850696648723683
75.0,26.68858037,7.527451339,Nano,267.6007639,0.19801161,0.44113973,0.4488636967701821
96.0,28.69482119,1.184927259,Macro,347.6217435,0.66368903,0.89527743,0.741322195512066
85.0,31.35910881,3.82809637,Mega,304.4568708,0.35386089,0.54738914,0.6464521565042375
23.0,0.841225477,0.663195999,Mega,82.48651058,0.67517165,0.69149745,0.9763906576951225
88.0,25.32678512,5.133571929,Macro,311.6614353,0.29463315,0.58526569,0.5034177725333601
39.0,9.429549985,0.617180797,Micro,138.2677026,0.59555725,0.63302413,0.9408128723307909
17.0,9.739491458,3.319238042,Nano,60.70006263,0.12355485,0.12434349,0.9936575690452311
23.0,14.9101453,3.247083339,Mega,80.12635487,0.14610557,0.17234354,0.8477577401508638
38.0,16.35728777,0.910704373,Nano,131.0122933,0.4845763,0.53062415,0.9132194605164504
67.0,22.27987654,2.004705935,Nano,241.6568055,0.45284433,0.56931212,0.7954236596965475
70.0,21.05815129,5.146705872,Macro,249.8114662,0.25152882,0.49140406,0.5118574315401464
62.0,23.88464708,4.74068007,Mega,219.8811188,0.24278354,0.42013046,0.577876548156018
55.0,19.36532701,7.680491394,Macro,193.5565201,0.18247128,0.40453767,0.4510612818825995
75.0,22.15841736,2.535527683,Mega,263.5079422,0.41240206,0.58187793,0.7087432582294366
87.0,30.68709234,1.275253398,Nano,310.8153236,0.6174132,0.73207134,0.8433784609024579
45.0,15.74523453,0.344629786,Micro,157.924518,0.73306431,0.75190644,0.9749408583333853
86.0,18.58905369,2.780680191,Micro,304.9511132,0.42675229,0.70883782,0.6020450347866597
80.0,25.32034737,6.524476741,Mega,288.3030984,0.23501184,0.49958724,0.4704120145262317
36.0,11.66355563,0.421868807,Micro,130.1610471,0.67368993,0.68738015,0.980083480734787
41.0,14.35188944,3.039988379,Micro,147.3946664,0.25180466,0.39833579,0.6321416913102386
89.0,32.18271929,3.791252056,Macro,316.5400344,0.36387918,0.5734803,0.6345103397623248
32.0,9.634628021,4.311247152,Macro,117.1260827,0.21407012,0.37123671,0.5766404944166217
95.0,22.10773802,0.785405303,Micro,344.8519006,0.74473161,1.0,0.74473161
80.0,24.53154648,5.517524789,Nano,286.0021775,0.26407329,0.52330209,0.5046287699710887
56.0,22.82931149,6.750361981,Micro,196.5688926,0.16804676,0.37353864,0.44987784931700775
36.0,1.546544558,0.259152416,Micro,128.3416589,0.75503005,0.8320966,0.9073826885003496
92.0,32.50731066,6.995889112,Nano,331.0238396,0.24733276,0.54554801,0.45336570836359574
54.0,18.12225321,6.685431919,Nano,194.0358153,0.19421227,0.42413337,0.45790377210828753
16.0,6.717837678,2.14724259,Micro,57.62621438,0.16428104,0.16600327,0.9896253248505285
11.0,6.327931043,1.110666769,Macro,40.16005595,0.20164826,0.26446213,0.7624844434248487
58.0,14.52240349,2.871804552,Mega,209.8950004,0.33628843,0.54348186,0.618766613479979
12.0,4.55390149,0.028845079,Macro,44.26360954,0.91362437,0.95900096,0.9526834780227956
27.0,17.84797223,3.732882382,Mega,95.68459403,0.15127336,0.20294042,0.745407740853202
14.0,7.528707085,0.62760563,Nano,54.68936909,0.38705514,0.39177612,0.9879498015346112
63.0,24.27373202,2.836324904,Micro,220.8635879,0.3464205,0.46092395,0.7515784328412529
57.0,18.0141482,1.533416779,Nano,202.3870613,0.47128824,0.56808059,0.8296151079550175
31.0,9.288699517,4.01258944,Nano,112.3453068,0.21304433,0.35932459,0.5929021723784615
49.0,16.93806801,0.071734979,Macro,175.9464773,0.91994118,0.93748197,0.9812894641589748
32.0,14.48421832,0.612035667,Micro,112.9942153,0.5496605,0.56732723,0.9688597178739332
86.0,30.92426092,4.636847457,Mega,304.5374673,0.31090783,0.53125101,0.5852371555961842
17.0,9.465577577,3.693051043,Nano,63.82033234,0.13241492,0.13733029,0.9642076777089744
34.0,12.55262291,1.431271991,Micro,118.9983017,0.36072508,0.41189659,0.8757661237253748
69.0,23.3830835,6.09007978,Macro,246.8754116,0.21961607,0.45408576,0.48364447720183956
40.0,13.50408741,1.5672662,Mega,139.0751487,0.37439928,0.44826699,0.8352149240344465
80.0,27.5636699,1.277631295,Micro,284.0579455,0.59439427,0.69861832,0.8508140324748427
70.0,25.22857993,1.980812384,Mega,251.403637,0.46443156,0.5724767,0.8112671834504357
36.0,19.24574054,0.229962294,Mega,123.30723,0.74363902,0.7541596,0.9860499289540304
21.0,4.015279347,0.073865848,Macro,73.51436294,0.83422837,0.83987121,0.9932813032131439
90.0,32.26545634,5.473180079,Micro,317.3858125,0.28499484,0.53784764,0.5298802463835298
18.0,6.770558288,0.753333515,Macro,69.64708343,0.40022935,0.40122083,0.9975288421590673
22.0,16.95506909,3.637021955,Micro,78.03576719,0.12997849,0.15000851,0.866474108702233
72.0,15.43129391,3.006825317,Macro,258.0288425,0.37118828,0.64522962,0.5752809054240257
44.0,16.48492471,1.282186653,Micro,157.0058879,0.45436415,0.52683139,0.8624469965618412
89.0,31.37888985,3.74603739,Mega,318.7830508,0.36919651,0.5889083,0.6269168052139865
89.0,33.22895595,5.27459422,Macro,321.2773925,0.2970344,0.54958818,0.5404672276612644
60.0,23.78188165,1.048029693,Nano,213.2724719,0.57448854,0.66048227,0.8698016072407213
42.0,9.080773683,3.203523671,Nano,146.9101496,0.26778643,0.47392698,0.5650373186181551
82.0,27.29885728,2.750432923,Mega,289.5230097,0.41628545,0.57457337,0.7245122585475898
98.0,32.90246875,4.878579353,Nano,349.5406063,0.33027143,0.71580048,0.4614015207142638
87.0,30.91030003,7.642073563,Micro,310.8008998,0.22009356,0.49259662,0.44680282215497136
72.0,29.09432783,4.46136209,Macro,256.1411528,0.2837362,0.45365769,0.6254411779066282
57.0,22.68934587,4.243392228,Nano,200.7843525,0.24599304,0.40268795,0.6108775790286249
45.0,15.75354548,0.714255601,Micro,157.6297256,0.58776241,0.64022548,0.9180553232589242
15.0,6.092326337,2.210370127,Mega,53.9003205,0.16622438,0.16919389,0.982449070708168
21.0,17.18990789,0.237534685,Macro,73.14737548,0.65613323,0.6578469,0.9973950321875804
99.0,27.32209399,2.769970013,Macro,351.3896605,0.461697,0.87684393,0.5265441023238879
33.0,14.23628106,1.756967978,Macro,118.7427187,0.31862045,0.37395687,0.8520245931034774
28.0,12.27441919,0.323515501,Nano,95.35275739,0.63732403,0.64277367,0.9915216813408055
43.0,8.871398971,3.545252188,Macro,154.0226563,0.27997849,0.49626244,0.5641742502213144
13.0,4.450937443,3.332875723,Macro,46.04861925,0.18439903,0.21715496,0.8491587297844819
14.0,10.43400455,2.627862541,Micro,49.6229099,0.11627113,0.12999697,0.8944141544222147
63.0,23.04076574,5.078547759,Micro,225.4093744,0.23539375,0.4347015,0.5415066430642637
39.0,13.19598147,0.423432855,Macro,139.1971639,0.68062997,0.69985741,0.9725266322464172
21.0,3.580580052,0.165207857,Macro,74.51676782,0.73662625,0.73915263,0.9965820591073322
64.0,20.9722448,2.587763209,Macro,230.6616991,0.38076991,0.52279673,0.7283326160054596
57.0,20.73205864,5.623284528,Mega,207.4863233,0.20478983,0.42313089,0.48398695259521235
84.0,26.76644607,3.817537409,Mega,294.202871,0.34402272,0.55751932,0.617059728082607
92.0,33.39604904,4.480487867,Nano,321.7504669,0.32853154,0.55915404,0.587551044073651
58.0,19.60865788,2.15523984,Macro,210.4584896,0.40327084,0.52102269,0.7739986141486468
40.0,9.006915909,1.575542558,Macro,139.5806481,0.37456898,0.49137344,0.7622898380506687
70.0,21.17876903,1.700145413,Macro,250.4826895,0.49971007,0.61382374,0.8140937494532225
20.0,7.518263983,1.381464824,Nano,68.42501013,0.25243714,0.25359071,0.9954510557583123
60.0,17.69173462,3.241365169,Nano,216.0789617,0.31577267,0.50222128,0.628752071198576
95.0,26.52648147,7.958528174,Micro,336.3691573,0.22930685,0.58113341,0.3945855565247918
50.0,14.19652687,0.137827823,Mega,174.8740677,0.85560731,0.87282056,0.9802785924291243
100.0,33.56740156,6.740516964,Macro,353.6220534,0.26558565,0.76711397,0.3462140703812238
89.0,25.80629941,0.788523459,Macro,316.7094486,0.71761751,0.82020135,0.8749284672598989
47.0,8.019407584,0.780992605,Micro,163.5669052,0.57371797,0.66889803,0.8577061738393817
47.0,15.70133839,0.377178568,Nano,172.1412058,0.75678175,0.7901426,0.9577786971617528
70.0,25.91833389,4.768469714,Nano,252.1067578,0.26843058,0.46513179,0.5771065013638392
29.0,8.503710547,3.662492615,Macro,101.7461246,0.20979234,0.32882237,0.6380111547763615
64.0,13.13494165,2.703723754,Micro,223.5338943,0.35918996,0.59656278,0.6020991788994948
77.0,29.75675332,3.156460901,Macro,279.061514,0.37969043,0.52580697,0.7221099218216906
50.0,18.2630567,4.050816325,Mega,180.4424011,0.23652978,0.41441014,0.5707625300867397
21.0,17.19214314,1.894452133,Micro,77.19592466,0.22184719,0.23549389,0.9420507258171327
69.0,25.03470033,9.204856494,Macro,239.5680872,0.17614825,0.41423571,0.4252367571110661
65.0,26.47185629,6.427113657,Nano,233.8431002,0.20203312,0.40623219,0.4973340985114942
30.0,10.3027251,3.030377184,Micro,108.1222192,0.19930789,0.33281322,0.5988580922356389
46.0,20.35389675,3.989674716,Macro,165.8408051,0.22430008,0.36237029,0.6189803253462087
61.0,23.62333336,0.386922712,Mega,219.3898315,0.78192793,0.83124455,0.9406713463564965
72.0,17.98193992,1.675082402,Micro,248.8023789,0.49261219,0.63096106,0.7807331089497029
39.0,14.01695152,3.105424638,Nano,142.3453845,0.24237081,0.3904223,0.6207914097119964
97.0,32.49473058,6.186571761,Macro,347.8776156,0.28024483,0.65940296,0.4249978344046257
87.0,38.17605375,6.963602725,Mega,307.416326,0.23372426,0.45169702,0.5174359131260153
89.0,32.45209007,4.445174089,Micro,324.5892769,0.3369778,0.5838611,0.5771540525648994
36.0,7.734769762,1.820901371,Micro,124.7621206,0.31755339,0.46204322,0.6872807050388057
60.0,19.08371682,2.884634332,Nano,211.6521752,0.33416755,0.48133157,0.6942564561057152
19.0,12.66996639,1.461187917,Mega,69.7213785,0.25012876,0.25155009,0.9943497138084904
24.0,12.87917212,0.569848093,Nano,84.35561875,0.49622307,0.50013191,0.9921843819163628
56.0,25.10714076,7.154155755,Mega,201.3638581,0.16398121,0.36406454,0.4504179671000092
66.0,17.00947877,6.048201516,Macro,240.4988996,0.2440264,0.51866711,0.47048751558586394
91.0,31.57090079,5.354754236,Nano,331.8671743,0.30157506,0.59093111,0.5103387770530478
