text,aspect,sentiment,neu_score,neg_score,pos_score,reviewId
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",bathroom,negative,0.026803529,0.97006726,0.003129233,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",soundproofing,negative,0.0013163473,0.99256706,0.0061166026,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",time,negative,0.24042588,0.7477973,0.011776743,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",house,neutral,0.6273935,0.3548419,0.017764606,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",hammer,negative,0.09262978,0.9033105,0.004059793,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",people,negative,0.40833366,0.5872812,0.004385147,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",night,neutral,0.98791194,0.0035457031,0.008542411,127124575
"The hotel reception was enthusiastic, the housekeeping was ok, when I got up, the hotel ran out of cars to rent, so it was more expensive to rent next door. My room had a leak in the bathroom, and the soundproofing of the hotel was very bad, right at the time when a house was being built nearby, I could clearly hear every hammer and people talking outside. The hotel is near the night market and",market,neutral,0.91819274,0.0038792838,0.077928014,127124575
"Good hotel, suitable for families. Some spots in the room were dirty and needed cleaning. Overall it's ok",hotel,positive,0.0040156925,0.0015774375,0.99440694,126979683
"Good hotel, suitable for families. Some spots in the room were dirty and needed cleaning. Overall it's ok",family,positive,0.019069472,0.004911074,0.97601944,126979683
"Good hotel, suitable for families. Some spots in the room were dirty and needed cleaning. Overall it's ok",spot,negative,0.002650118,0.99284935,0.0045005577,126979683
"Good hotel, suitable for families. Some spots in the room were dirty and needed cleaning. Overall it's ok",room,neutral,0.8832505,0.018119449,0.09863008,126979683
"Good hotel, suitable for families. Some spots in the room were dirty and needed cleaning. Overall it's ok",cleaning,negative,0.022387896,0.9688093,0.0088027045,126979683
"Clean hotel, happy, enthusiastic staff",hotel,positive,0.0010682394,0.00094287086,0.99798894,126922398
"Clean hotel, happy, enthusiastic staff",staff,positive,0.0005039288,0.0010462914,0.9984498,126922398
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",wife,positive,0.013253567,0.010433848,0.97631264,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",day,neutral,0.4735701,0.4134203,0.11300954,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",stay,positive,0.006709112,0.001716136,0.9915747,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",hotel,positive,0.38724598,0.058651198,0.55410284,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",room,positive,0.01647753,0.009487401,0.974035,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",receptionist,negative,0.027705373,0.896238,0.07605655,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",phone,negative,0.074030496,0.9075059,0.018463591,126738449
"My wife and I had a day stay at The Grace hotel and were completely satisfied from the clean room, to the receptionist, especially the next day I forgot to charge my phone at the hotel until the afternoon I remembered that I had called. I phoned the hotel and asked, I was informed by the receptionist that I didn't see it, then I went to the hotel to find it because my phone had a very important",afternoon,neutral,0.7594394,0.22709529,0.013465295,126738449
"The hotel is clean, attentive, enthusiastic staff. 10 quality points!",hotel,positive,0.0012371562,0.0009869246,0.99777585,126721661
"The hotel is clean, attentive, enthusiastic staff. 10 quality points!",staff,positive,0.0005414074,0.001043925,0.99841464,126721661
"The hotel is clean, attentive, enthusiastic staff. 10 quality points!",quality,positive,0.0003707224,0.0011142613,0.99851507,126721661
"The hotel is clean, attentive, enthusiastic staff. 10 quality points!",point,positive,0.00032468175,0.0011208109,0.9985545,126721661
"The room is clean, spacious, and has good soundproofing",room,positive,0.003236526,0.0010376483,0.99572587,126681460
"The room is clean, spacious, and has good soundproofing",soundproofing,positive,0.00075998943,0.00086361193,0.99837637,126681460
"Room 206, the toilet was waterlogged.",room,neutral,0.61862785,0.37217236,0.00919977,126649898
"Room 206, the toilet was waterlogged.",toilet,negative,0.0025605734,0.99476755,0.0026718173,126649898
"Clean room and convenient location, near the market",room,positive,0.0012424887,0.0008486303,0.99790895,126631203
"Clean room and convenient location, near the market",location,positive,0.00067040004,0.00083782186,0.99849176,126631203
"Clean room and convenient location, near the market",market,positive,0.009378116,0.0021799353,0.9884419,126631203
"Friendly employee. However, the room has poor soundproofing, is a bit mysterious & has a musty smell",employee,positive,0.0006828675,0.0014819485,0.9978352,126616650
"Friendly employee. However, the room has poor soundproofing, is a bit mysterious & has a musty smell",room,negative,0.08700338,0.864093,0.048903663,126616650
"Friendly employee. However, the room has poor soundproofing, is a bit mysterious & has a musty smell",soundproofing,negative,0.0013364484,0.9892238,0.00943972,126616650
"Friendly employee. However, the room has poor soundproofing, is a bit mysterious & has a musty smell",bit,negative,0.00091871875,0.9700473,0.029034,126616650
"Friendly employee. However, the room has poor soundproofing, is a bit mysterious & has a musty smell",smell,negative,0.001318471,0.99251395,0.0061675212,126616650
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",center,positive,0.0008819213,0.00084519153,0.9982729,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",weekend,neutral,0.94118714,0.0258464,0.032966457,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",road,negative,0.0027226172,0.9936977,0.0035796901,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",pedestrian,negative,0.14873621,0.7623703,0.088893525,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",street,positive,0.30379748,0.14269754,0.55350494,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",motorbike,neutral,0.8695627,0.08905635,0.04138092,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",hotel,positive,0.03700409,0.1115323,0.8514637,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",bit,negative,0.013139963,0.50269634,0.48416376,126576180
"Close to the center, convenient to travel, but at weekends, the road is blocked because it is located in a pedestrian-free street, so it is not possible to ride a motorbike. The hotel is a bit old, the male receptionist is very enthusiastic.",receptionist,positive,0.00085358636,0.0009823941,0.998164,126576180
"Reception staff cheerful and friendly. Clean room Hotel near market, center",reception,positive,0.00063643523,0.0009931814,0.99837035,126529581
"Reception staff cheerful and friendly. Clean room Hotel near market, center",staff,positive,0.00058996066,0.00097504904,0.99843496,126529581
"Reception staff cheerful and friendly. Clean room Hotel near market, center",room,positive,0.002463726,0.000897886,0.9966384,126529581
"Reception staff cheerful and friendly. Clean room Hotel near market, center",market,positive,0.003959447,0.0011062676,0.99493426,126529581
"Reception staff cheerful and friendly. Clean room Hotel near market, center",center,positive,0.0019482821,0.0008816976,0.99717003,126529581
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",hotel,positive,0.0027315891,0.0013148304,0.99595356,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",center,positive,0.0014838006,0.0025670412,0.99594915,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",transportation,positive,0.00057877373,0.00090740557,0.99851376,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",distance,positive,0.0013571096,0.0014153705,0.9972275,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",night,positive,0.2358084,0.023279438,0.74091214,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",market,positive,0.0023937982,0.0012721115,0.9963341,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",check,positive,0.0032727872,0.0009751691,0.9957521,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",in,positive,0.016229039,0.008877781,0.9748932,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",staff,positive,0.00049592543,0.0012716022,0.99823254,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",trip,positive,0.00044149428,0.00091456104,0.99864393,126503704
"The hotel is in the center of convenient transportation, walking distance to the night market is very close, the hotel allows early check-in. Lovely staff, very comfortable trip. Next time I go, I will visit the hotel to support",time,positive,0.1130892,0.008551163,0.8783597,126503704
"clean, comfortable room, near market. The staff are enthusiastic and fun.",room,positive,0.000705136,0.00080036407,0.9984945,126480729
"clean, comfortable room, near market. The staff are enthusiastic and fun.",market,positive,0.0009578389,0.00077026564,0.99827194,126480729
"clean, comfortable room, near market. The staff are enthusiastic and fun.",staff,positive,0.0005002011,0.0010295762,0.99847025,126480729
"clean, comfortable room, near market. The staff are enthusiastic and fun.",fun,positive,0.00049723487,0.0010206947,0.99848205,126480729
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",hotel,positive,0.0022066568,0.0010695034,0.99672383,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",market,positive,0.0019072875,0.00090374844,0.997189,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",room,positive,0.0013189408,0.00086992915,0.99781114,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",view,positive,0.0006086762,0.0008683144,0.99852306,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",support,positive,0.0005464732,0.0010681641,0.9983854,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",check,positive,0.002347378,0.00093086535,0.9967218,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",in,positive,0.0016075067,0.0009288295,0.9974637,126447422
"The hotel is near the market, convenient to move. Clean room and nice view. Support early check-in at no extra charge, which is great.",charge,positive,0.04929759,0.022313995,0.9283885,126447422
"The hotel is clean, the staff is friendly and enthusiastic, only the soundproofing is not very good. I can hear the noise from outside",hotel,positive,0.004000314,0.0015181866,0.99448156,126435522
"The hotel is clean, the staff is friendly and enthusiastic, only the soundproofing is not very good. I can hear the noise from outside",staff,positive,0.0012357455,0.0037639707,0.9950003,126435522
"The hotel is clean, the staff is friendly and enthusiastic, only the soundproofing is not very good. I can hear the noise from outside",soundproofing,negative,0.0022542863,0.98967034,0.008075382,126435522
"The hotel is clean, the staff is friendly and enthusiastic, only the soundproofing is not very good. I can hear the noise from outside",noise,negative,0.00912788,0.9866694,0.004202669,126435522
"Good, clean, nice room, next time will visit again, good price",room,positive,0.0008262253,0.0008857495,0.998288,126439436
"Good, clean, nice room, next time will visit again, good price",time,positive,0.04261935,0.003655102,0.9537255,126439436
"Good, clean, nice room, next time will visit again, good price",price,positive,0.00031740038,0.0011636167,0.998519,126439436
"2-3 o'clock at night when guests come to check in or leave, making too much noise while everyone is sleeping! The hotel should review this 🙂",o'clock,neutral,0.6844061,0.030884262,0.28470966,126363533
"2-3 o'clock at night when guests come to check in or leave, making too much noise while everyone is sleeping! The hotel should review this 🙂",night,neutral,0.99269956,0.0033278663,0.003972688,126363533
"2-3 o'clock at night when guests come to check in or leave, making too much noise while everyone is sleeping! The hotel should review this 🙂",guest,negative,0.42410663,0.49958462,0.07630878,126363533
"2-3 o'clock at night when guests come to check in or leave, making too much noise while everyone is sleeping! The hotel should review this 🙂",noise,negative,0.0029071597,0.98498696,0.012105856,126363533
"2-3 o'clock at night when guests come to check in or leave, making too much noise while everyone is sleeping! The hotel should review this 🙂",hotel,positive,0.15079807,0.023005862,0.826196,126363533
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",room,neutral,0.96677107,0.0072228485,0.02600605,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",space,neutral,0.8970444,0.09248378,0.010471701,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",staff,positive,0.023488967,0.016610375,0.9599006,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",bathroom,positive,0.082558304,0.13895647,0.77848524,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",inclination,negative,0.005145806,0.9880564,0.0067977873,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",water,neutral,0.6321082,0.36140382,0.0064880094,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",car,positive,0.4117251,0.009808667,0.5784662,126349610
"Room space is ok, staff is friendly. There is a bathroom that does not have an inclination for the water to flow, so it often gets wet. Car rental is also available. I arrived early so I could check in early too",rental,positive,0.15568016,0.0048531424,0.83946675,126349610
"Ok service, right in the center, convenient for traveling to visit places.",service,neutral,0.83494025,0.10730206,0.057757698,126283451
"Ok service, right in the center, convenient for traveling to visit places.",center,positive,0.008470085,0.0036723474,0.9878576,126283451
"Ok service, right in the center, convenient for traveling to visit places.",place,positive,0.007394379,0.004096057,0.9885096,126283451
"Good Hotel, lovely receptionist working friendly",receptionist,positive,0.00039691757,0.0010344734,0.99856853,126263066
"Clean hotel, enthusiastic reception.",hotel,positive,0.00092290394,0.00088957796,0.9981875,126221048
"Clean hotel, enthusiastic reception.",reception,positive,0.00044105988,0.0009352727,0.9986237,126221048
"Memorable memories with this place. Above the level of satisfaction, I just feel great when staying here. I was right to choose this hotel!",memory,positive,0.00035818978,0.0009525911,0.99868923,126161858
"Memorable memories with this place. Above the level of satisfaction, I just feel great when staying here. I was right to choose this hotel!",place,positive,0.0002998918,0.0010453492,0.9986547,126161858
"Memorable memories with this place. Above the level of satisfaction, I just feel great when staying here. I was right to choose this hotel!",level,positive,0.0003081069,0.00141639,0.9982755,126161858
"Memorable memories with this place. Above the level of satisfaction, I just feel great when staying here. I was right to choose this hotel!",satisfaction,positive,0.0002836675,0.0012900662,0.9984263,126161858
"Memorable memories with this place. Above the level of satisfaction, I just feel great when staying here. I was right to choose this hotel!",hotel,positive,0.0007066651,0.00088307954,0.9984102,126161858
"Quiet hotel, good wifi, Right in the center, great.",hotel,positive,0.00083435804,0.0008872345,0.9982784,126169703
"Quiet hotel, good wifi, Right in the center, great.",wifi,positive,0.00086372334,0.00089310954,0.9982432,126169703
"Quiet hotel, good wifi, Right in the center, great.",center,positive,0.0007101785,0.00080630445,0.9984835,126169703
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",staff,positive,0.00071111653,0.0030924361,0.9961965,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",family,positive,0.05597964,0.13699707,0.80702335,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",uncle,negative,0.0027212638,0.9871371,0.010141614,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",aunt,negative,0.10821173,0.58341306,0.30837524,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",owner,neutral,0.6192977,0.32435963,0.05634273,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",bit,negative,0.0039043021,0.99007416,0.0060215793,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",guest,negative,0.074945666,0.9187537,0.006300576,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",room,neutral,0.92697877,0.045518804,0.027502509,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",center,neutral,0.5964714,0.07786026,0.3256683,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",minus,negative,0.040755723,0.59433836,0.36490595,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",point,negative,0.006830715,0.90125215,0.09191722,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",blanket,negative,0.003906308,0.99297017,0.003123594,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",lizard,negative,0.007584652,0.9897021,0.0027131906,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",dropping,negative,0.0043412372,0.99225086,0.0034079407,126877411
"- Enthusiastic, cute male staff, supporting families to check-in early. I see there are two elderly uncles and aunts, probably the owner, about her, she is pleasant and happy, while the uncle is quite uncomfortable, and a bit stuck with the guests. -The room is ok, close to the center but the minus point is that when I check in, the blanket has lizard droppings on it, and there are many stains. I",stain,negative,0.0025396121,0.9916114,0.0058489954,126877411
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",room,neutral,0.537628,0.38357672,0.078795336,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",picture,negative,0.24385974,0.7502142,0.0059260298,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",size,negative,0.0021106347,0.99274325,0.0051460713,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",bit,negative,0.0032350689,0.96229464,0.034470264,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",toilet,negative,0.023898544,0.9628237,0.013277845,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",spray,negative,0.019040655,0.9650945,0.015864829,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",nozzle,negative,0.4728851,0.507066,0.02004891,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",water,negative,0.060405638,0.9124059,0.027188396,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",temperature,positive,0.26360035,0.115167946,0.62123173,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",+,positive,0.011986487,0.0045712134,0.98344225,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",troubleshooting,positive,0.0009157956,0.0009305442,0.9981536,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",service,positive,0.00068880006,0.0009769164,0.99833435,126287513
"(-) Although the room is the same deluxe room, the room is not the same as the picture, the size is a bit small. Damaged toilet spray makes the toilet always wet, then change the nozzle. The hot water cannot be adjusted to the temperature so it is quite hot. (+) quick troubleshooting, good service attitude, friendly. There is a discount on motorbike rental and laundry.",attitude,positive,0.00051377324,0.0010204212,0.9984658,126287513
